Starting rpc server at 0.0.0.0:9001...
{"@timestamp":"2026-05-03T19:09:00.567+08:00","caller":"load/sheddingstat.go:61","content":"(rpc) shedding_stat [1m], cpu: 37, total: 0, pass: 0, drop: 0","level":"stat"}
{"@timestamp":"2026-05-03T19:10:00.557+08:00","caller":"stat/usage.go:82","content":"CPU: 130m, MEMORY: Alloc=8.2Mi, TotalAlloc=149.1Mi, Sys=21.6Mi, NumGC=33","level":"stat"}
{"@timestamp":"2026-05-03T19:10:00.567+08:00","caller":"load/sheddingstat.go:61","content":"(rpc) shedding_stat [1m], cpu: 130, total: 0, pass: 0, drop: 0","level":"stat"}
{"@timestamp":"2026-05-03T19:11:00.556+08:00","caller":"stat/usage.go:82","content":"CPU: 47m, MEMORY: Alloc=6.4Mi, TotalAlloc=152.5Mi, Sys=21.6Mi, NumGC=34","level":"stat"}
{"@timestamp":"2026-05-03T19:11:00.566+08:00","caller":"load/sheddingstat.go:61","content":"(rpc) shedding_stat [1m], cpu: 47, total: 0, pass: 0, drop: 0","level":"stat"}
{"@timestamp":"2026-05-03T19:12:00.556+08:00","caller":"stat/usage.go:82","content":"CPU: 47m, MEMORY: Alloc=9.4Mi, TotalAlloc=155.6Mi, Sys=21.6Mi, NumGC=34","level":"stat"}
{"@timestamp":"2026-05-03T19:12:00.566+08:00","caller":"load/sheddingstat.go:61","content":"(rpc) shedding_stat [1m], cpu: 47, total: 0, pass: 0, drop: 0","level":"stat"}
{"@timestamp":"2026-05-03T19:13:00.556+08:00","caller":"stat/usage.go:82","content":"CPU: 74m, MEMORY: Alloc=7.5Mi, TotalAlloc=158.9Mi, Sys=21.6Mi, NumGC=35","level":"stat"}
{"@timestamp":"2026-05-03T19:13:00.567+08:00","caller":"load/sheddingstat.go:61","content":"(rpc) shedding_stat [1m], cpu: 74, total: 0, pass: 0, drop: 0","level":"stat"}
{"@timestamp":"2026-05-03T19:14:00.557+08:00","caller":"stat/usage.go:82","content":"CPU: 48m, MEMORY: Alloc=5.7Mi, TotalAlloc=162.4Mi, Sys=21.6Mi, NumGC=36","level":"stat"}
{"@timestamp":"2026-05-03T19:14:00.567+08:00","caller":"load/sheddingstat.go:61","content":"(rpc) shedding_stat [1m], cpu: 48, total: 0, pass: 0, drop: 0","level":"stat"}
